left_hip_angle,right_hip_angle,confidence,feedback,label
175.66479523846195,176.60860837792563,176.13670180819378,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.62596916031484,176.37134722146624,175.99865819089052,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.80338329298223,176.23917629431256,176.0212797936474,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.27936018592888,176.66967216383512,175.974516174882,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.20183795366478,176.85529970211704,176.02856882789092,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.4475905916563,176.3811110521632,175.91435082190975,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.62383875260596,176.37940801134755,176.00162338197674,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.55891317769078,176.4295396661124,175.9942264219016,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.6307416724941,176.6271699629146,176.12895581770437,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.15477277777046,176.17628040559413,176.1655265916823,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.22408238700132,176.25525006989577,176.23966622844853,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.97299631519192,176.54510418326518,176.25905024922855,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.60013051385513,176.79634546019756,176.19823798702635,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.6063806305157,176.85076380518706,176.22857221785137,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.46653915353633,176.89676757784403,176.18165336569018,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.38037327789806,176.95165652441662,176.16601490115733,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
174.6782036406502,177.79563153612,176.2369175883851,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
174.52580106181617,177.92152934380496,176.22366520281057,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
